"Service","Provider","Address","City","State","ZipCode","Longitude","Latitude","County"
"Problem Gambling","Life Recovery Center Indy - West Office","3607 W. 16th St Suite B-3","Indianapolis","IN",46222,-86.22152,39.787716,"Marion"
"Problem Gambling","Salvation Army Harbor Light Center","2400 North Tibbs Avenue","Indianapolis","IN",46222,-86.21599,39.80128,"Marion"
"Problem Gambling","Midtown CMHC/Eskenazi Health","1001 W. 10th St.","Indianapolis","IN",46202,-86.17665,39.780903,"Marion"
"Problem Gambling","Emberwood Center","1431 North Delaware","Indianapolis","IN",46202,-86.15397,39.78595,"Marion"
"Problem Gambling","Life Recovery Center Indy - South Office","8150 Madison Avenue","Indianapolis","IN",46227,-86.12121,39.64776,"Marion"
"Problem Gambling","Life Recovery Center Indy - Northeast Office","4455 McCoy Street Suite 301","Indianapolis","IN",46226,-86.02503,39.838615,"Marion"
"Problem Gambling","ASPIRE INDIANA BEHAVIORAL HEALTH SYSTEMS","17840 Cumberland Road","Noblesville","IN",46060,-85.99573,40.048355,"Hamilton"
"Problem Gambling","Oaklawn Psychiatric Center, Elkhart Campus","2600 Oakland Avenue","Elkhart","IN",46517,-85.984764,41.661606,"Elkhart"
"Problem Gambling","Otis R. Bowen Center","850 N. Harrison St.","Warsaw","IN",46580,-85.82839,41.24515,"Kosciusko"
"Problem Gambling","LifeSpring Health Systems","1060 Sharon Drive","Jeffersonville","IN",47130,-85.725,38.295013,"Clark"
"Problem Gambling","Aspire Indiana Behavioral Health Systems","2020 Brown St.","Anderson","IN",46106,-85.68243,40.096157,NA
"Problem Gambling","GRANT-BLACKFORD MENTAL HEALTH, INC","505 Wabash Avenue","Marion","IN",46952,-85.66597,40.564823,"Grant"
"Problem Gambling","COMMUNITY MENTAL HEALTH CENTER, INC","285 Bielby Road","Lawrenceburg","IN",47025,-84.881096,39.110367,"Dearborn"
"Opioid Treatment Program (OTP)","Evansville Treatment Center","1510 W. Franklin St Suite A","Evansville","IN",47710,-87.58589,37.98038,"Vanderburgh"
"Opioid Treatment Program (OTP)","Edgewater Systems for Balanced Living","1110 West 5th Avenue Turning Point Building","Gary","IN",46402,-87.35114,41.602013,"Lake"
"Opioid Treatment Program (OTP)","Northwest Indiana Treatment Center, Inc.","8500 Broadway Suite H","Merrillville","IN",46410,-87.33599,41.46334,"Lake"
"Opioid Treatment Program (OTP)","Semoran Treatment Center","8060 Melton Road","Gary","IN",46403,-87.24211,41.595257,"Lake"
"Opioid Treatment Program (OTP)","Porter-Starke Services d/b/a The Recovery Center","701 Wall Street","Valparaiso","IN",46383,-87.05273,41.489113,"Porter"
"Opioid Treatment Program (OTP)","Victory Clinical Services - South Bend","4005 Western Avenue","South Bend","IN",46619,-86.30346,41.671898,"St Joseph"
"Opioid Treatment Program (OTP)","Health & Hosp. Corp. of Marion Co., Indiana","832 North Meridian Street","Indianapolis","IN",46204,-86.15766,39.77839,"Marion"
"Opioid Treatment Program (OTP)","Indianapolis Treatment Center Inc","2626 East 46th Street","Indianapolis","IN",46205,-86.1196,39.840256,"Marion"
"Opioid Treatment Program (OTP)","Southern Indiana Treatment Center, LLC","7509 Charlestown Pike","Charlestown","IN",47111,-85.68992,38.38283,"Clark"
"Opioid Treatment Program (OTP)","Premier Care of Indiana","317 N Norton St","Marion","IN",46952,-85.68885,40.563007,"Grant"
"Opioid Treatment Program (OTP)","Center for Behavioral Health ? Indiana","1414 Wells Street","Fort Wayne","IN",46808,-85.14561,41.0869,"Allen"
"Opioid Treatment Program (OTP)","East Indiana Treatment Clinic","816 Rudolph Way","Lawrenceburg","IN",47025,-84.856995,39.107468,"Dearborn"
"Opioid Treatment Program (OTP)","Richmond Treatment Center, LLC","4265 S A St.","Richmond","IN",47374,-84.842995,39.82718,"Wayne"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 18","1600 Willow Street Suite B","Vincennes","IN",47591,-87.53205,38.66041,"Knox"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 17","30 N. 8th Street P.O. Box 10217","Terre Haute","IN",47807,-87.40575,39.467117,"Vigo"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 1","110 W. Ridge Road","Gary","IN",46408,-87.33789,41.549667,"Lake"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 3","954 Eastport Centre Drive Suite C","Valparaiso","IN",46383,-87.02276,41.457493,"Porter"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 19","125 E 37th St Suite A","Jasper","IN",47546,-86.93674,38.423607,"Dubois"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 6","615 N. 18th Street Suite 103","Lafayette","IN",47904,-86.87728,40.423195,"Tippecanoe"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 21","450 S. Landmark Avenue","Bloomington","IN",47403,-86.55631,39.16401,"Monroe"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 15 & 16","6640 Parkdale Place Suite L","Indianapolis","IN",46241,-86.27881,39.825596,"Marion"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 4","401 E Colfax Ave Suite 270","South Bend","IN",46617,-86.247055,41.67777,"St Joseph"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 9","1914 South Dixon Road","Kokomo","IN",46902,-86.16509,40.463276,"Howard"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 13 & 14","2620 Kessler Blvd. East Dr Suite 105","Indianapolis","IN",46220,-86.11933,39.86237,"Marion"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 5","1659 Mishawaka Street Suite A","Elkhart","IN",46514,-86.002754,41.69537,"Elkhart"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 22","1248 Washington Street","Columbus","IN",47201,-85.921486,39.211018,"Bartholomew"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 24 & 25","1452 Vaxter Avenue","Clarksville","IN",47129,-85.757996,38.319267,"Clark"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 10","840 N. Miller Avenue Suite C","Marion","IN",46952,-85.69315,40.57007,"Grant"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 11","201 E. Charles Street Suite 130","Muncie","IN",47305,-85.38539,40.191086,"Delaware"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 7 & 8","201 E. Rudisill Blvd. Suite 300","Fort Wayne","IN",46806,-85.13455,41.0501,"Allen"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 23","52 South 2nd Street","Richmond","IN",47374,-84.898766,39.828323,"Wayne"
"Vocational Rehabilitation (VR)","Vocational Rehabilitation Services Area 20","700 E. Walnut Street","Evansville","IN",47713,-87.5547,37.9736,"Vanderburgh"
"Adult Mental Health Habilitation Services","SOUTHWESTERN BEHAVIORAL HEALTHCARE, INC","415 Mulberry Street","Evansville","IN",47713,-87.56672,37.966698,"Vanderburgh"
"Adult Mental Health Habilitation Services","SAMARITAN CENTER","515 Bayou Street","Vincennes","IN",47591,-87.5354,38.67455,"Knox"
"Adult Mental Health Habilitation Services","HAMILTON CENTER, INC","620 8th Avenue","Terre Haute","IN",47804,-87.41029,39.48478,"Vigo"
"Adult Mental Health Habilitation Services","Semoran Treatment Center","8060 Melton Road","Gary","IN",46403,-87.24211,41.595257,"Lake"
"Adult Mental Health Habilitation Services","PORTER-STARKE SERVICES","601 Wall Street","Valaparaiso","IN",46383,-87.05401,41.488758,NA
"Adult Mental Health Habilitation Services","WABASH VALLEY ALLIANCE, INC","415 North 26th Street Suite 201","Lafayette","IN",47904,-86.869466,40.420073,"Tippecanoe"
"Adult Mental Health Habilitation Services","SWANSON CENTER","7224 W 400 N Suite 501","Michigan City","IN",46360,-86.840324,41.66565,"La Porte"
"Adult Mental Health Habilitation Services","Porter-Starke Services, Inc.","1003 Edgewood Dr","Knox","IN",46534,-86.61277,41.287907,"Starke"
"Adult Mental Health Habilitation Services","CUMMINS BEHAVIORAL HEALTH SYSTEMS, INC","5101 East US 36 Suite 101","Avon","IN",46123,-86.4372569,39.7582189,"Hendricks"
"Adult Mental Health Habilitation Services","FOUR COUNTY COUNSELING CENTER","1015 Michigan Avenue","Logansport","IN",46947,-86.36144,40.762154,"Cass"
"Adult Mental Health Habilitation Services","Health & Hospital Corporation of Marion County","720 Eskenazi Ave","Indianapolis","IN",46202,-86.18288,39.77755,"Marion"
"Adult Mental Health Habilitation Services","MIDTOWN COMMUNITY MENTAL HEALTH CENTER","720 Eskenazi Avenue","Indianapolis","IN",46202,-86.18288,39.77755,"Marion"
"Adult Mental Health Habilitation Services","Regional Mental Health Center","101 W Ohio St #610","Indianapolis","IN",46204,-86.15994,39.76996,"Marion"
"Adult Mental Health Habilitation Services","COMMUNITY HOWARD REGIONAL HEALTH","3500 South LaFountain","Kokomo","IN",46902,-86.12708,40.44662,"Howard"
"Adult Mental Health Habilitation Services","Adult & Child Mental Health Center, Inc.","8320 Madison Ave","Indianapolis","IN",46227,-86.12062,39.64602,"Marion"
"Adult Mental Health Habilitation Services","Gallahue Mental Health Services","2040 Shadeland Ave #250","Indianapolis","IN",46219,-86.04553,39.795574,"Marion"
"Adult Mental Health Habilitation Services","Knox County Hospital","221 E Crawford St","Elkhart","IN",46514,-85.97415,41.6943,"Elkhart"
"Adult Mental Health Habilitation Services","CENTERSTONE OF INDIANA, INC.","720 N. Marr Road","Columbus","IN",47201,-85.88523,39.206482,"Bartholomew"
"Adult Mental Health Habilitation Services","OAKLAWN PSYCHIATRIC CENTER, INC","330 Lakeview Drive","Goshen","IN",46528,-85.83524,41.603443,"Elkhart"
"Adult Mental Health Habilitation Services","OTIS R. BOWEN CENTER FOR HUMAN SERVICES, INC","2621 East Jefferson Street","Warsaw","IN",46580,-85.82132,41.23607,"Kosciusko"
"Adult Mental Health Habilitation Services","LIFESPRING MENTAL HEALTH SERVICES","460 Spring Street","Jeffersonville","IN",47130,-85.74199,38.273933,"Clark"
"Adult Mental Health Habilitation Services","Aspire Indiana Behavioral Health Systems","2020 Brown St.","Anderson","IN",46106,-85.682165,40.095384,NA
"Adult Mental Health Habilitation Services","Grant Blackford Mental Health Inc.","505 N Wabash Ave","Marion","IN",46952,-85.66597,40.564823,"Grant"
"Adult Mental Health Habilitation Services","MERIDIAN HEALTH SERVICES","240 N. Tillotson Avenue","Muncie","IN",47304,-85.41914,40.1951,"Delaware"
"Adult Mental Health Habilitation Services","NORTHEASTERN CENTER, INC","220 South Main Street","Kendallville","IN",46755,-85.267847,41.4418599,"Noble"
"Adult Mental Health Habilitation Services","PARK CENTER","909 East State Boulevard","Fort Wayne","IN",46805,-85.12887,41.096577,"Allen"
"Adult Mental Health Habilitation Services","Park Center, Inc.","909 East State Boulevard","Fort Wayne","IN",46805,-85.12887,41.096577,"Allen"
"Adult Mental Health Habilitation Services","COMMUNITY MENTAL HEALTH CENTER, INC","285 Bielby Road","Lawrenceburg","IN",47025,-84.881096,39.110367,"Dearborn"
